Puzzle,Category,Time(millis),Date(millis),Scramble,Penalty,Comment
"222","Normal","5030","1552814943023","U2 F U' R U F R U' R' F U'","0",""
"222","Normal","6150","1552814973819","U R U' F' U2 R2 F R2 F' R2 U'","0",""
"444","yau","67770","1552815103923","R U B' U' L D' F U2 B U B2 L2 F2 L2 D2 U2 L F2 L' U2 Rw2 Uw2 L' Uw2 U2 R B' L U2 B2 L' Uw L2 B' L Fw2 Uw U Rw2 Fw U Rw' L' Uw L","0",""
"mega","Normal","226150","1552815716148","R++ D++ R++ D-- R++ D++ R-- D-- R++ D-- U'
R-- D-- R++ D++ R-- D++ R++ D++ R-- D++ U
R-- D++ R++ D++ R-- D++ R++ D-- R-- D-- U'
R++ D++ R++ D++ R-- D-- R++ D-- R-- D-- U'
R++ D++ R++ D++ R++ D-- R-- D++ R++ D++ U
R++ D++ R-- D-- R++ D-- R++ D++ R++ D++ U
R-- D++ R-- D-- R++ D-- R-- D++ R-- D++ U","1",""
"mega","Normal","396310","1552816449508","R-- D++ R++ D-- R++ D-- R-- D++ R-- D++ U
R-- D-- R-- D-- R-- D++ R++ D++ R-- D-- U'
R++ D-- R-- D-- R-- D-- R++ D++ R++ D++ U
R++ D-- R++ D++ R++ D-- R++ D++ R-- D++ U
R++ D-- R++ D++ R++ D++ R++ D-- R++ D++ U
R-- D-- R-- D-- R++ D++ R-- D-- R-- D-- U'
R++ D++ R-- D++ R-- D++ R++ D-- R++ D-- U'","0",""
"mega","Normal","237450","1552820304128","R++ D++ R-- D++ R++ D++ R-- D-- R++ D++ U
R-- D++ R++ D-- R++ D-- R++ D++ R-- D-- U'
R++ D++ R++ D++ R++ D-- R-- D++ R-- D-- U'
R-- D++ R++ D-- R-- D-- R++ D++ R++ D-- U'
R-- D++ R++ D-- R-- D-- R-- D++ R-- D-- U'
R-- D++ R++ D-- R++ D++ R-- D++ R++ D-- U'
R-- D++ R++ D-- R-- D-- R++ D++ R++ D-- U'","0",""
"mega","Normal","184980","1552820617655","R++ D-- R++ D-- R-- D-- R++ D++ R++ D++ U
R++ D-- R-- D++ R++ D++ R-- D++ R++ D++ U
R-- D-- R-- D-- R++ D++ R-- D++ R-- D++ U
R-- D-- R-- D++ R-- D++ R++ D-- R++ D++ U
R++ D-- R++ D++ R-- D++ R++ D-- R-- D++ U
R++ D-- R-- D-- R-- D-- R-- D-- R-- D++ U
R++ D-- R++ D++ R-- D-- R++ D-- R-- D-- U'","1",""
"mega","Normal","209350","1552820930832","R-- D++ R++ D-- R-- D-- R++ D++ R++ D-- U'
R-- D++ R-- D++ R++ D-- R-- D-- R++ D++ U
R++ D++ R++ D++ R++ D++ R-- D-- R-- D++ U
R++ D++ R++ D-- R++ D++ R++ D-- R-- D-- U'
R++ D++ R-- D-- R++ D++ R-- D-- R++ D++ U
R-- D++ R++ D++ R++ D++ R++ D++ R++ D-- U'
R-- D++ R++ D-- R-- D++ R++ D++ R++ D++ U","1",""
"mega","Normal","280780","1552821343333","R++ D-- R++ D-- R-- D++ R-- D++ R-- D++ U
R++ D++ R++ D-- R++ D++ R-- D-- R-- D++ U
R-- D++ R-- D++ R++ D++ R++ D-- R++ D++ U
R-- D++ R-- D-- R++ D-- R++ D-- R-- D-- U'
R-- D++ R++ D++ R++ D++ R-- D++ R-- D-- U'
R-- D-- R++ D-- R-- D-- R++ D++ R-- D-- U'
R-- D++ R++ D-- R++ D++ R++ D++ R-- D-- U'","0",""
"444","yau","79110","1552821520804","D B2 R2 B2 D2 B2 U R2 U' D' F' D2 L' U2 F L U2 L U Rw2 F2 Rw2 B Uw2 L2 Fw2 D' F' U' B' F' Rw D U R B' Rw Uw Fw B Uw F L F2","0",""
"444","yau","76580","1552821644382","D2 L R' B U' D F R' U' B2 L2 B' U2 F' D2 F L2 B' D2 F2 Fw2 L' U2 B' Rw2 L' Fw2 U2 B' R2 F' Uw R2 F Uw' L D Rw F2 R' Uw U' Fw L2","0",""
"444","yau","62130","1552821751607","U2 R2 F' D2 B' L2 B' R2 L2 B2 R' B R' U F2 U' R' U' F' D R Fw2 Rw2 R B2 Uw2 F' B U2 R F2 Uw2 F2 Uw' F R Uw2 F' U2 R' Fw Uw' F2 R2 Uw2","0",""
"444","yau","60370","1552821860327","F' D2 B' L2 F L2 F2 D2 L2 B' F2 R F' L2 B2 U D B' R F' U Rw2 Uw2 R2 Fw2 U L Fw2 L' F2 U' L' Fw U2 Fw' R U Fw2 Rw' Uw' B L U Rw2 D2","0",""
"444","yau","66540","1552821977325","D' R' B' U2 L' D' U' L' F' D' F2 D' L2 R2 D' L2 U2 B2 U' R2 Rw2 Uw2 D R' D' F2 U' B2 Uw2 L' Fw2 B2 U' B' R' Fw' D2 U Rw D F' Uw B D Rw2","0",""
"222","Normal","5490","1552822024772","R U' F' U2 R' U2 R U' F U2 F2","0",""
"222","Normal","6260","1552822053161","U R' F' U2 F' U R' F U2 R U","0",""
"mega","Normal","243180","1552822396361","R++ D++ R++ D-- R++ D-- R-- D-- R++ D++ U
R++ D++ R++ D++ R++ D-- R++ D-- R-- D-- U'
R-- D++ R-- D++ R-- D++ R-- D-- R++ D++ U
R-- D++ R-- D-- R++ D++ R-- D++ R++ D-- U'
R++ D++ R++ D-- R-- D++ R-- D++ R++ D-- U'
R-- D-- R++ D-- R++ D++ R++ D++ R++ D++ U
R++ D++ R++ D++ R-- D-- R++ D-- R++ D++ U","0",""
"444","yau","69430","1552822571030","F2 U2 L2 F2 D2 B' U2 R2 F2 U2 B2 D' B U F L' D2 R' B2 R2 L Uw2 B' U2 Fw2 D' L2 Fw2 F R2 D' Rw2 F D Rw' F' U' L' F2 Rw2 R Uw F' Rw2 R' Fw' Uw B","0",""
"444","yau","79510","1552822697608","D2 R2 F2 D2 L2 U2 B U2 R2 L2 B2 U B2 L F' R' L' U' F2 B Rw2 U' Fw2 Rw2 B' Rw2 U F' U' D2 B2 F U Rw' F Uw2 D' B' D Rw2 Fw' Rw' R2 D U2 B2","0",""
"333","cfop","15570","1552822741227","R2 U' R2 B2 U2 F2 U' F2 L F2 D' L B D R' B' D R'","0",""
"333","cfop","15180","1552822782633","F R' B U2 R B2 R2 D2 L2 D R2 L' D2 R U2 F2 D2 L2 D2 L","0",""
"333","cfop","14270","1552822822307","F' L2 F' U2 B D2 L2 R2 U2 L' B2 D B F2 R D' B2 U' B","0",""
"333","cfop","16030","1552822864912","L2 D2 F R2 F U2 B2 D2 U2 B D' R U L2 D2 B2 R2 F' L2 F'","0",""
"mega","Normal","240590","1552823209508","R-- D-- R-- D-- R++ D++ R-- D++ R++ D-- U'
R-- D-- R-- D-- R++ D-- R-- D-- R-- D++ U
R++ D++ R++ D-- R++ D++ R++ D-- R++ D-- U'
R-- D-- R++ D++ R++ D-- R++ D-- R++ D-- U'
R++ D++ R++ D-- R-- D++ R-- D-- R++ D++ U
R++ D-- R++ D-- R++ D-- R++ D-- R-- D++ U
R-- D++ R++ D-- R-- D-- R-- D++ R-- D-- U'","0",""
"mega","Normal","195350","1552823495549","R-- D++ R++ D-- R-- D-- R++ D-- R-- D-- U'
R++ D++ R-- D-- R++ D-- R++ D++ R-- D-- U'
R-- D++ R++ D-- R-- D-- R++ D-- R++ D-- U'
R++ D++ R-- D-- R++ D-- R++ D++ R++ D++ U
R++ D++ R++ D++ R-- D-- R-- D-- R++ D-- U'
R++ D++ R++ D++ R-- D++ R++ D++ R-- D++ U
R-- D-- R-- D++ R-- D-- R-- D-- R++ D-- U'","0",""
"mega","Normal","256130","1552823851508","R-- D++ R++ D++ R-- D-- R++ D++ R-- D-- U'
R++ D-- R-- D-- R-- D++ R-- D-- R-- D++ U
R-- D-- R++ D-- R-- D-- R++ D++ R++ D-- U'
R++ D++ R-- D++ R-- D++ R++ D-- R-- D-- U'
R++ D-- R++ D++ R-- D++ R++ D++ R-- D++ U
R++ D-- R++ D++ R-- D-- R++ D-- R++ D++ U
R-- D-- R-- D++ R++ D-- R++ D-- R-- D-- U'","0",""
"mega","Normal","260680","1552824289091","R-- D-- R-- D-- R-- D-- R++ D-- R++ D-- U'
R++ D-- R-- D++ R++ D++ R-- D++ R++ D++ U
R-- D-- R-- D++ R++ D-- R++ D-- R-- D-- U'
R++ D++ R-- D-- R-- D++ R-- D++ R-- D-- U'
R-- D++ R-- D-- R-- D++ R++ D-- R++ D++ U
R-- D-- R++ D-- R-- D++ R++ D++ R-- D++ U
R-- D++ R++ D++ R-- D++ R-- D++ R++ D-- U'","0",""
"444","yau","78680","1552824435625","L' D' R2 F' B' R2 B' D2 R2 U F2 B2 L2 D2 R D2 B2 R U2 B2 R Uw2 R' F Uw2 Rw2 B Rw2 L B L U2 B' Uw' D Fw2 U' R' F' D' Rw Uw' D' Fw R2 B","0",""
"444","yau","79610","1552824561523","L2 U B2 U F2 U F2 D' R2 D B L' R F L' B R' U L' Rw2 D2 B2 Rw2 D' Rw2 F' Rw2 L2 D' F' D2 Rw' U2 D R B' Fw' Rw Uw D' B' Uw' Fw B2","0",""
"444","yau","65300","1552824673280","D2 L F B' U L F2 L2 U F2 R2 B2 U2 L U2 F2 R L' F2 R' Fw2 R' F2 Rw2 Fw2 L Uw2 L' F' U2 Rw2 B2 U F Uw' R' L F Uw Rw' U' Fw' B Rw' B2","0",""
"333","cfop","18600","1552824725475","L2 B2 F2 D' L2 D' L2 R2 D2 R2 B2 L' D B' U R2 D' U2 B' D' F","0",""
"333","cfop","20680","1552824774380","L2 U2 L2 B2 U R2 D' U' B2 U B' R U L B' R2 F' L2 D B F2","0",""
"333","cfop","19740","1552824818623","D2 R F2 D2 L' B2 R2 F2 D2 R' D F R B' U2 F R2 B' R F","0",""
"333","cfop","16800","1552824852901","D' L2 B2 D2 U2 R2 D' R' F D' B F2 U2 R' F R2 D'","0",""
"333","cfop","15740","1552824893198","F U F' D' R' U' F2 D' R' F R U2 R D2 R L2 D2 L U2","0",""
"333","cfop","19760","1552824940149","R2 B2 L2 D2 F L2 F' L2 U2 L2 F' U' F D' F L U2 B R U2 L2","0",""
"mega","Normal","272620","1552867209228","R-- D++ R-- D++ R-- D-- R++ D-- R++ D++ U
R++ D++ R-- D-- R++ D-- R-- D++ R++ D++ U
R++ D-- R++ D++ R++ D++ R-- D-- R++ D++ U
R-- D++ R++ D++ R-- D-- R-- D-- R++ D-- U'
R-- D-- R-- D++ R-- D++ R++ D-- R++ D++ U
R-- D-- R-- D++ R-- D-- R++ D-- R-- D++ U
R-- D-- R-- D-- R++ D-- R++ D++ R-- D-- U'","0",""
"mega","Normal","171060","1552867598120","R++ D-- R++ D++ R++ D++ R++ D++ R-- D-- U'
R++ D-- R-- D++ R-- D++ R-- D++ R-- D++ U
R-- D++ R++ D-- R++ D++ R-- D++ R-- D-- U'
R++ D-- R-- D-- R-- D++ R++ D-- R++ D-- U'
R++ D++ R-- D-- R++ D++ R++ D++ R++ D-- U'
R-- D-- R++ D-- R-- D-- R-- D++ R-- D++ U
R-- D++ R++ D-- R-- D-- R++ D-- R++ D-- U'","0",""
"mega","Normal","174810","1552868604700","R-- D++ R++ D-- R++ D++ R++ D++ R-- D++ U
R-- D-- R-- D++ R-- D++ R-- D++ R++ D++ U
R-- D-- R++ D++ R++ D++ R-- D++ R-- D++ U
R-- D++ R-- D-- R++ D-- R++ D-- R++ D-- U'
R-- D-- R-- D-- R++ D++ R++ D++ R++ D-- U'
R++ D-- R-- D-- R++ D-- R-- D-- R-- D++ U
R++ D-- R-- D++ R++ D-- R-- D++ R++ D++ U","0",""
"mega","Normal","180270","1552869432966","R++ D++ R++ D-- R-- D-- R++ D++ R-- D++ U
R++ D-- R-- D-- R++ D++ R-- D++ R-- D-- U'
R-- D-- R++ D++ R++ D++ R++ D-- R-- D-- U'
R++ D++ R-- D-- R-- D-- R-- D++ R-- D++ U
R-- D++ R++ D-- R++ D-- R-- D-- R++ D++ U
R-- D++ R++ D-- R++ D-- R-- D++ R-- D-- U'
R-- D++ R++ D-- R-- D++ R-- D++ R-- D-- U'","0",""
"mega","Normal","245650","1552870046965","R++ D-- R-- D-- R++ D-- R++ D++ R-- D-- U'
R-- D++ R++ D++ R-- D++ R++ D++ R++ D-- U'
R-- D++ R++ D-- R-- D++ R++ D++ R-- D++ U
R-- D-- R++ D++ R-- D-- R++ D++ R-- D-- U'
R-- D-- R++ D-- R-- D-- R++ D++ R++ D-- U'
R++ D-- R-- D++ R-- D++ R++ D++ R++ D++ U
R++ D-- R++ D++ R++ D++ R++ D-- R-- D++ U","0",""
"333","cfop","15380","1552873438347","R' L F B' U' B2 L U' D2 R' U2 L2 U B2 D' F2 R2 U' L2 B2 L2","0",""
"333","cfop","21650","1552873481601","L D2 B U F' U R2 F2 B R U' D' B2 R2 L2 U2 F2 R2 D","0",""
"333","cfop","15880","1552873518052","D R2 F2 D R2 U2 B2 L2 D2 L B R2 D L' F2 U2 L'","0",""
"333","cfop","20100","1552873567370","D2 F D2 B R2 B U2 R2 B D2 L D R D' L2 B L' U2 B2 F'","0",""
"333","cfop","16680","1552873606190","U2 F D' F2 L2 D F U2 B' U D2 B2 L2 F2 B2 U2 L' B2 R U2","0",""
"333","cfop","19880","1552873651396","U' B2 R2 U' L2 U2 B2 U' L2 B' U R' D L' R U' L2 D2 U' R'","0",""
"333","cfop","16000","1552873689689","L2 F2 D R U L F' B L D B' L2 U2 F D2 L2 B2 U2 L2 F","0",""
"333","cfop","20510","1552873736671","L2 U2 F D2 B2 D2 F' L2 F R2 B' R B' U2 F2 R D' B2 U' F D'","0",""
"333","cfop","15160","1552873787424","D2 L2 F2 L2 U R2 D' U2 L2 B2 D R' B L2 B2 F' L' B2 U F D","0",""
"333","cfop","17310","1552873829122","U2 B2 R2 D F2 R2 U2 F2 D' L' B R2 D F' U2 F' U' L' U2","0",""
"333","cfop","14400","1552873876941","F2 D2 L' D2 L2 R' U2 F2 R' B2 F' U2 R' B' F' D L2 D L B'","0",""
"333","cfop","15110","1552873921793","D' B2 D B2 U B2 F2 U' B2 U2 R B D2 U F' R' B R2 D L","0",""
"333","cfop","16700","1552873969403","D R2 U2 L U F2 R U R2 F' R2 U2 R2 D B2 R2 U F2 R2 D2","0",""
"333","cfop","16650","1552874064046","F2 L' U2 R' D2 L2 B2 R' D2 R D U2 L B' D R2 D L B' F","0",""
"333","cfop","17590","1552874112332","L' D2 R' U2 B2 D2 B2 L2 B2 L2 F D L2 R' B R U2 B U L","0",""
"333","cfop","16650","1552874212418","F L2 U' L' D L' B D F2 U' B2 R' D2 F2 B2 L2 B2 L F2","0",""
"333","cfop","17200","1552874290976","D2 F D2 F2 D2 B' D2 F' U2 F' U F' D' F L B' R2 B' F2 R'","0",""
"mega","Normal","223160","1552875252180","R++ D++ R++ D++ R++ D-- R-- D-- R-- D-- U'
R++ D++ R-- D-- R++ D-- R++ D-- R-- D++ U
R++ D-- R++ D-- R-- D++ R++ D-- R-- D++ U
R-- D++ R++ D++ R++ D-- R-- D++ R-- D-- U'
R-- D-- R++ D++ R-- D++ R-- D-- R++ D-- U'
R++ D++ R++ D-- R-- D++ R-- D-- R-- D-- U'
R++ D++ R++ D-- R-- D++ R++ D++ R++ D-- U'","0",""
"444","yau","70080","1552881105348","L F2 D2 R B2 R F2 L U2 F2 L2 B L' U' D' L2 F D L2 R D Uw2 R2 Fw2 F Uw2 Fw2 U Rw2 F U' Fw2 L2 F2 Rw' Fw2 R2 U' Fw D F' L Uw Fw' D' F2","0",""
"333","cfop","17210","1552881153068","D' F U2 R2 U B L' U B2 U2 F' L2 B D2 F R2 U2 F2 U2","0",""
"333","cfop","18920","1552881192565","L2 B' U2 L2 U2 B' F U2 L2 U' L R2 U' R2 B' R U' F' U' L'","0",""
"mega","Normal","223820","1552881582589","R-- D++ R++ D++ R++ D-- R++ D++ R-- D++ U
R-- D-- R++ D-- R++ D++ R++ D-- R++ D++ U
R++ D++ R++ D++ R++ D-- R-- D-- R-- D-- U'
R++ D++ R++ D-- R-- D-- R-- D++ R-- D++ U
R++ D++ R-- D-- R++ D++ R-- D++ R++ D++ U
R++ D++ R++ D-- R-- D-- R++ D-- R++ D++ U
R++ D++ R++ D++ R++ D-- R-- D-- R-- D++ U","0",""
"444","yau","62870","1552881706891","D2 R2 D2 F' R2 F2 B' L2 B2 R2 D2 L' B2 U D R' F B2 U' R2 D2 Uw2 Fw2 B' Rw2 B' U2 L2 D' Rw2 R2 F2 D Fw2 Rw Uw2 Rw' L' U D2 Rw Fw Rw2 U2 L' Uw","0",""
"444","yau","58210","1552899953567","B U D' R U L2 F' R' U2 B2 R2 D2 B2 D L2 D' L2 D2 Fw2 U B' D L2 F' Uw2 Fw2 U' F' Rw2 U2 Rw D2 L2 F2 Fw U' Rw' R Fw2 Uw2 L' R'","0",""
"444","yau","57780","1552900133803","F' U2 D' R D F L2 F2 D F R2 B R2 B' R2 F' D2 L2 D2 L2 Uw2 B2 Rw2 R B U2 F2 Rw2 B U2 Rw2 D2 Uw B U2 L' D' Fw2 Rw Fw F' R2 Uw Rw Fw'","0",""
"444","yau","55720","1552900239230","D2 R2 U L2 D' F2 D' F2 D' B2 L B R2 U' D' F' U2 L R2 U Fw2 R Uw2 R L2 Fw2 Rw2 B2 D Fw2 D' Rw2 Fw D F' R2 U2 F' Uw B2 Uw B2 Rw' U Fw'","0",""
"mega","Normal","179030","1552900530217","R-- D++ R++ D++ R++ D-- R-- D-- R++ D-- U'
R++ D-- R++ D-- R++ D++ R++ D++ R++ D-- U'
R++ D-- R-- D++ R-- D++ R-- D++ R-- D++ U
R++ D++ R-- D++ R++ D++ R-- D++ R++ D++ U
R++ D++ R-- D++ R++ D++ R-- D++ R++ D++ U
R-- D++ R-- D-- R-- D-- R++ D++ R-- D++ U
R++ D-- R-- D++ R-- D-- R-- D-- R-- D-- U'","0",""
"444","yau","68960","1552900662276","R2 D2 B2 L2 D2 R B2 R U2 L' D' U2 F2 U2 L' U' R2 B R2 D Fw2 D' L2 U2 F2 L Uw2 L' Uw2 Fw2 Rw2 L' B2 Fw' R2 Fw' R Fw' B' Uw2 Rw' F2 Rw2 Uw' L2","0",""
"444","yau","43230","1552900758741","U2 L' D2 R2 B2 D2 R L' U2 R D2 F' L2 D L' B2 U' B' L B2 R2 Rw2 F Rw2 Uw2 R2 Fw2 U' Rw2 F D Rw2 U2 Rw' L F' Uw2 Rw' Fw2 B2 L' Fw Uw' Fw2 Rw D'","0",""
"444","yau","79700","1552901854790","B2 U2 B2 U' D2 R2 D' F2 U R2 B' F2 R' B D' L2 D F' L2 Fw2 Rw2 B L' B R' Fw2 F U2 L' Uw2 R' Uw' U2 B2 Rw2 B U Rw Uw2 U' Fw L F' U'","0",""
"444","yau","60180","1552901989898","R2 L2 B D2 F' U2 F L2 U2 F2 R B D2 L' U D' R2 L F L' Uw2 Fw2 F2 D Rw2 B' D Fw2 D2 Rw2 Uw2 F' Rw F2 Rw L2 Fw R F' U Rw' B' D","0",""
"444","yau","74170","1552902126273","U2 R2 F2 L2 F2 B R2 F' D2 L2 D F' B' D' B' L B D' B' D Rw2 B' L2 Uw2 U2 Fw2 L B' Uw2 L Fw2 R U F2 L' Uw F2 Rw B' Uw' R Uw Fw2 Rw","0",""
"444","yau","69140","1552902243179","U' F' U' B' D2 F2 D2 L2 U L U R2 U' F2 L2 D2 L2 U' Fw2 Uw2 U' Rw2 R' D2 L' B2 R2 Uw2 B D Fw' D2 F' R2 Uw' Rw Fw' L B' Uw2 R","0",""
"444","yau","63980","1552902440287","R F R' B2 R' D' B U' F D U2 B2 L2 D' B2 R2 D2 U R2 U' Rw2 D Rw2 L2 Uw2 D' F Rw2 L2 Fw2 U2 F D' Rw Fw2 Rw L R2 B' Uw' Rw R2 D' F2","0",""
"mega","Normal","297970","1552923381104","R-- D++ R++ D++ R-- D++ R++ D-- R++ D++ U
R-- D++ R-- D-- R++ D++ R++ D++ R-- D-- U'
R++ D-- R-- D++ R++ D-- R-- D++ R++ D++ U
R-- D++ R-- D++ R++ D-- R-- D-- R-- D++ U
R++ D++ R++ D++ R-- D++ R-- D-- R++ D-- U'
R-- D++ R++ D-- R-- D++ R-- D-- R-- D-- U'
R++ D-- R-- D-- R++ D-- R++ D-- R-- D++ U","0",""
"mega","Normal","214530","1552923677864","R++ D++ R-- D-- R++ D++ R-- D-- R-- D++ U
R-- D++ R-- D-- R++ D-- R++ D-- R++ D++ U
R++ D-- R-- D++ R++ D-- R-- D-- R-- D++ U
R-- D++ R++ D++ R-- D++ R-- D-- R-- D-- U'
R++ D-- R-- D++ R-- D-- R-- D++ R-- D-- U'
R-- D-- R++ D-- R++ D-- R-- D-- R++ D-- U'
R++ D-- R++ D-- R++ D++ R++ D-- R-- D++ U","0",""
"444","yau","66810","1552923800081","R2 D2 F U2 B' D2 L2 U2 F2 L' R2 F2 D' F2 B' D L' U2 Uw2 F D2 Fw2 B' Rw2 U2 R' L' F' Rw2 B2 Uw' L' F' D Fw2 L' Fw' Uw' B D' L Uw2 Fw","0",""
"444","yau","78640","1552923930070","F' B' R2 B' R2 U2 R2 F2 L2 B' L2 D' R' D L U L' F U' D' R2 Uw2 Rw2 Fw2 U R' U' D Rw2 L2 B2 D' B' L Fw' Uw2 R' U Rw Uw' Fw2 F' D' Rw2 F","0",""
"444","yau","63480","1552924043133","F' L2 U2 L2 B R2 B U2 R2 F' U2 L' F2 U' L2 F D F2 R2 D2 Uw2 Fw2 Rw2 D2 B Uw2 U Rw2 R2 B2 Uw2 B' Rw D2 Fw2 R2 D R' Uw Rw' Uw' Fw2 B2 Uw","0",""
"444","yau","73260","1552924175666","L2 U B2 D L2 R2 U2 B2 D' L D' F L' R' D L2 R2 F Uw2 Fw2 L2 B Uw2 B' Rw2 Uw2 U2 Fw2 D' F Rw B' U B2 R' U' Uw' Rw2 Fw' L' Fw2 Uw' Fw","0",""
"444","yau","75300","1552924305970","U2 L' D B2 R2 B U B R2 F' R2 B2 L' B2 L D2 B2 U2 F2 R F2 Rw2 Uw2 F2 B Rw2 Fw2 D2 F' L U2 B' R' Uw F' R' Uw' F Rw2 Uw Rw U2 Rw U2 Fw' Rw2 F'","0",""
"444","yau","63930","1552924412265","R U L B' D B' R U F R2 D2 F2 B2 L' B2 R U2 L F2 R Fw2 Rw2 R' F' Rw2 R' F Uw2 F2 U2 L' F' L' Uw' Fw2 R' B' D Fw2 R Rw Fw' Rw B2 Uw' L'","0",""
"444","yau","65320","1552924520426","U' R2 F2 U B2 R2 D F2 D' L U2 F D2 R2 B L2 U L2 U2 Uw2 Rw2 D' R2 Fw2 R2 D L R F2 Uw2 U' R' Fw' D' L Fw2 F' Rw U2 F Uw' Rw Fw' D'","0",""
"444","yau","65030","1552924700801","F2 B2 L U2 D2 F2 L2 R' D2 R D2 B D L2 F U2 B2 R' D' L2 U' Rw2 B' Uw2 U F' Rw2 R2 U' L2 B Uw2 Fw2 U Rw' Fw2 L F' L U' Fw' D' Rw' U Fw' Rw2","0",""
"444","yau","67260","1552924818714","D2 R2 U R' U' B D' B' L2 B2 U' F2 U' B2 L2 D2 Fw2 Uw2 U Rw2 F L2 D2 B U F Rw2 U B' Rw' F L' R' B2 Uw' L' D Rw2 R Fw L'","0",""
"555","yau 5","149620","1553247903984","R' Fw Uw' F' Uw D2 L Dw Lw' Uw2 Lw2 R U Lw2 L2 D Dw F2 L2 Bw Rw' Fw' B2 U' Fw Lw2 Bw' D2 Bw2 Rw D Bw B' Rw2 L Bw2 Fw D2 Bw' F' Uw2 Fw F Bw D Fw Lw' F L2 F2 D' F2 L' B' L' Fw' Dw2 F U2 D'","0",""
"555","yau 5","158800","1553248288978","Bw' Dw F2 Uw Fw2 R' Rw' Dw2 Fw' Bw2 Dw2 Uw' U2 Fw2 D' Fw' D' U' Uw' F2 Dw L2 U2 D' Lw R2 Fw2 U Uw2 Lw' Uw' Dw Fw R2 L Rw' Lw2 D Uw2 U2 Rw' D Fw F2 U Lw Bw2 Lw Dw' Rw D2 Rw2 Fw Bw' Uw D2 F B2 Fw2 Lw2","0",""
"555","yau 5","146630","1553248596574","R' L Fw' Bw2 F2 Lw2 F2 Lw' U F Rw U L2 Rw' Lw Fw L' D' Uw' Rw2 B Fw2 Lw Dw2 Lw Bw' Uw2 R Bw' Dw2 D Rw Dw' R2 Rw U' Fw2 D' F' Dw2 U2 B U' R Lw2 B' Dw F2 Fw' B2 Uw B2 U' Rw' Fw' F2 Bw' U2 R Fw","0",""
"mega","Normal","202410","1553251908029","R-- D-- R-- D-- R++ D-- R-- D-- R-- D-- U' R++ D++ R++ D++ R++ D++ R++ D++ R-- D-- U' R-- D-- R-- D++ R++ D-- R-- D-- R++ D++ U R-- D++ R-- D-- R-- D-- R-- D-- R++ D++ U R++ D++ R++ D-- R-- D++ R-- D-- R-- D++ U R++ D-- R-- D-- R++ D-- R-- D++ R++ D++ U R-- D++ R-- D-- R-- D++ R-- D++ R-- D++ U","0",""
"mega","Normal","184100","1553252187087","R++ D++ R++ D++ R++ D-- R++ D-- R++ D-- U' R++ D++ R-- D-- R-- D-- R-- D-- R++ D-- U' R-- D++ R-- D-- R-- D-- R++ D++ R++ D++ U R++ D++ R-- D++ R-- D++ R-- D++ R-- D-- U' R++ D-- R-- D-- R-- D++ R++ D-- R++ D++ U R-- D-- R++ D++ R-- D-- R-- D-- R-- D-- U' R++ D-- R++ D-- R++ D++ R-- D++ R++ D++ U","0",""
"mega","Normal","202680","1553253067179","R-- D-- R-- D++ R-- D-- R++ D-- R++ D-- U'
R++ D-- R++ D-- R++ D++ R-- D-- R++ D-- U'
R-- D-- R++ D++ R-- D++ R-- D++ R++ D++ U
R++ D++ R-- D-- R++ D-- R-- D++ R-- D-- U'
R++ D-- R-- D-- R-- D++ R++ D-- R++ D++ U
R++ D-- R-- D++ R++ D++ R++ D-- R++ D++ U
R-- D++ R++ D++ R-- D++ R-- D-- R-- D++ U","0",""
"mega","Normal","167310","1553253476888","R++ D++ R++ D++ R++ D++ R++ D++ R-- D-- U'
R-- D-- R-- D++ R++ D-- R-- D++ R-- D++ U
R++ D++ R-- D++ R-- D-- R++ D-- R++ D-- U'
R++ D++ R++ D-- R-- D-- R-- D++ R++ D++ U
R++ D++ R-- D-- R-- D++ R-- D++ R-- D-- U'
R++ D-- R-- D-- R++ D-- R-- D++ R++ D-- U'
R-- D-- R-- D++ R++ D++ R++ D++ R++ D++ U","0",""
"mega","Normal","224520","1553254178069","R++ D-- R++ D-- R-- D++ R++ D++ R++ D++ U
R++ D-- R-- D++ R-- D-- R++ D++ R++ D-- U'
R++ D++ R++ D-- R++ D-- R-- D-- R-- D-- U'
R++ D++ R-- D++ R-- D++ R-- D++ R++ D++ U
R++ D++ R++ D-- R++ D++ R-- D++ R-- D-- U'
R++ D-- R++ D-- R++ D-- R-- D-- R++ D++ U
R++ D-- R-- D++ R++ D-- R-- D++ R-- D-- U'","0",""
"mega","Normal","175930","1553254503727","R++ D++ R++ D++ R++ D++ R++ D-- R-- D-- U'
R++ D++ R-- D++ R-- D++ R++ D++ R-- D-- U'
R++ D-- R++ D-- R-- D-- R++ D-- R-- D++ U
R-- D++ R-- D++ R-- D++ R++ D++ R-- D++ U
R++ D-- R-- D-- R-- D++ R++ D-- R++ D-- U'
R-- D++ R-- D-- R-- D++ R-- D-- R-- D-- U'
R-- D++ R-- D++ R++ D-- R++ D++ R++ D-- U'","0",""
"555","yau 5","168890","1553254944976","Lw' Rw Uw B Uw2 Dw' R' B' Fw2 F2 D Bw' L' Fw' Uw D2 Dw2 R2 Lw' D2 L2 B F' L Fw2 F Dw2 B' Bw2 Lw' R2 B Bw L2 D' Bw2 Fw' Lw' Bw2 F Fw' Dw L' Dw' U' Uw' Fw2 U Dw Lw' B2 Uw2 Rw2 U Fw2 R2 L U' F R","0",""
